id,name,brief,desc
8015,Champion de l'Arène Ultime,Cadre d'Avatar,Défi-Devenir le Champion de l'Arène Ultime 1 fois
8016,Champion de l'Arène Ultime,Cadre d'Avatar,Défi-Devenir le Champion de l'Arène Ultime 2 fois
8017,Champion de l'Arène Ultime,Cadre d'Avatar,Défi-Devenir le Champion de l'Arène Ultime 3 fois
8018,Champion de l'Arène Ultime,Cadre d'Avatar,Défi-Devenir le Champion de l'Arène Ultime 4 fois
8019,Champion de l'Arène Ultime,Cadre d'Avatar,Défi-Devenir le Champion de l'Arène Ultime 5 fois
51011,Valeera,,
651018,Valeera,,
751011,Valeera,,
61,Bonbon,Matériel d'Événement,"Matériel Spécial, à utiliser pour obtenir des objets"
62,Feuille d'Érable,Matériel d'Événement,"Matériel Spécial, à utiliser pour obtenir des objets"
7058,Nouveau Départ,Skin,Skin d'Iron Fist - Nouveau Départ
27058,Nouveau Départ,Skin,Skin d'Iron Fist - Nouveau Départ
7059,Automne,Skin,Skin de Pandaria - Automne
27059,Automne,Skin,Skin de Pandaria - Automne
7060,Yokai Rusé,Skin,Skin de Gambler - Yokai Rusé
27060,Yokai Rusé,Skin,Skin de Gambler - Yokai Rusé
67,Citrouille,Matériel d'Évènement,À utiliser pour obtenir des récompenses durant l'événement d'Halloween. Inutilisable après l'événement. Utilisez-le dans le temps imparti.
999999999,Halloween,,Skin d'Ennmaya - Halloween
99999999,Halloween,,Skin d'Ennmaya - Halloween
7062,Charmante,Skin,Skin de Lavia - Charmante
27062,Charmante,Skin,Skin de Lavia - Charmante
68,Livre des Esprits,Matériel d'Evènement,"Matériel Spécial, à utiliser pour obtenir des objets"
20001032,Chat Noir d'Halloween,Avatar Spécial,Avatar Exclusif d'Halloween 2019
1010001,Papier Peint Uni,Meuble,"Du papier peint, pratique pour les fainéants ne voulant pas peindre."
1010002,Parquet,Meuble,"Du parquet, il craque quand vous marchez dessus pour vous dire bonjour."
1010003,Carpette,Meuble,C'est important de nettoyer l'intérieur du dortoir.
1010004,Carton,Meuble,Préparez beaucoup de boîtes vides pour les déménagements rapides.
1010005,Petite Table,Meuble,"Une table sans plats dessus, sans avoir fait les courses Sonya ne peut rien faire."
1010006,Tabouret en Papier,Meuble,Remplacement temporaire avant d'acheter un siège.
1010007,Tapis Normal,Meuble,"Propre et sec, il vous mènera dans le pays des rêves."
1010008,Plante,Meuble,Les plantes rendront votre chambre plus vivante... N'oubliez pas de choisir des plantes n'ayant pas trop besoin de vous.
1010009,Service à Thé,Meuble,C'est un moyen très facile d'accueillir les invités venant de très loin.
1010010,Seau,Meuble,Cet objet n'est pas là pour boucher la fuite d'eau dans la toiture du dortoir.
1010011,Balai,Meuble,Vous pouvez le mettre sur le sol après l'avoir nettoyé~
1010012,Conte,Meuble,"Livre emprûnté à Valeera, il ne vaut mieux pas l'abîmer."
1010013,Boîte à Gants,Meuble,"Si vous avez trop de choses, vous aurez besoin d'une montagne de boîtes."
1010014,Post-it,Meuble,"La facture reçue hier, la poésie écrite aujourd'hui, le plan de la journée de demain avec les amis, c'est ça la vie !"
1010015,Emploi du Temps,Meuble,Ne sois pas en retard.
1010016,Poster,Meuble,Michael est aussi brillante qu'une vraie ange.
1010017,Porte,Meuble,N'oublie pas de fermer la porte en sortant.
1010018,Fenêtre,Meuble,"Il est nécessaire de faire aérer une pièce, sauf si tu utilises la clim'."
69,Pièce de Meuble,Devise pour la Boutique de Meuble,À utiliser pour acheter des meubles dans la Boutique de Meuble
930179,Turin 5 étoiles,Recruter une Fille,Collectez 50 Fragments pour recruter cette Fille
7063,Comète,Skin,Javelin Skin Comète
27063,Comète,Skin,Javelin Skin Comète
7064,Etoile Filante,Skin,Skin de Libraria - Etoile Filante
27064,Etoile Filante,Skin,Skin de Libraria - Etoile Filante
70,Pièce Mystérieuse,Matériel d'Évènement,"Matériel Spécial, à utiliser pour obtenir des objets"
1020001,Mur Normal,Meuble,"La partie basse est peinte d'une couleur foncé, comme ça si un des élèves saigne contre le mur personne ne verra la trace."
1020002,Parquet,Meuble,Le modèle vise à rappeler les étudiants à l'ordre.
1020003,Bureau 1,Meuble,Ne cachez rien d'illicite à l'intérieur.
1020004,Bureau 2,Meuble,Il y a toujours des bureaux attendant un nouveau propriétaire dans la salle de classe.
1020005,Podium,Meuble,C'est le territoire du prof.
1020006,Chaise Simple 1,Meuble,Ne quittez pas votre siège durant le cours.
1020007,Chaise Simple 2,Meuble,Ne quittez pas votre siège durant le cours.
1020008,Armoire,Meuble,"Une armoire public, vous pouvez partager vos livres avec les autres en les mettant dessus."
1020009,Manuel,Meuble,N'écrivez pas à l'intérieur du manuel !
1020010,Porte-Stylo,Meuble,Il est important de garder un certain ordre sur le bureau.
1020011,Casier,Meuble,Meilleur endroit pour cacher les produits illicites.
1020012,Armoire en Fer,Meuble,C'est assez large pour pouvoir s'y cacher pendant une certaine période.
1020013,Plante en Pot,Meuble,C'est aussi une partie de l'éducation afin d'apprendre la patience en s'en occupant.
1020014,Climatiseur,Meuble,"Climatiseur avec une consommation d'énergie supérieure, n'oubliez pas de l'éteindre avant de quitter la pièce."
1020015,Poubelle,Meuble,"Ne mettez pas vos déchets par terre, je suis là pour les manger !"
1020016,Tableau,Meuble,"Vous pouvez écrire des deux côtés, n'effacez donc pas ce que le prof écrit !"
1020017,Tableau 1,Meuble,"Un tableau fixé au mur, quelqu'un a dessiné dessus."
1020018,Tableau 2,Meuble,N'oubliez pas d'effacer ce que vous marquez dessus avant le début du cours.
1020019,Porte de Classe,Meuble,"Si vous êtes bloqués dans la salle de classe, veuillez patienter ! Passer par la fenêtre au-dessus de la porte pourrait être dangereux."
1020020,Horloge,Meuble,Fonctionne lentement durant le cours.
1020021,Sonnerie,Meuble,Pourquoi la sonnerie n'a t-elle pas encore sonnée ?! Le cours devrait déjà être terminé depuis longtemps !
1020022,Fenêtre Normale,Meuble,"Une fenêtre pour la salle de classe, elle est facilement cassable si poser près du terrain de sport."
63,Certificat,Ticket de raid pour l'Examen des Maisons,À utiliser pour faire un raid dans les étapes déjà réussies dans l'Examen des Maisons
64,Ticket d'Admission,Ticket de défi pour l'Examen des Maisons,À utiliser pour défier une nouvelle étape de l'Examen des Maisons
65,Badge Lunaire,Devise de la Boutique de l'Examen des Maisons,"Matériel Spécial, à utiliser pour obtenir des objets"
66,Badge Solaire,Devise de la Boutique de l'Examen des Maisons,"Matériel Spécial, à utiliser pour obtenir des objets"
8020,Souvenir de Turin,Cadre d'Avatar,Obtenu dans le défi de Turin
1030001,Papier Peint,Meuble,"Il est très facilement abîmable, mettez votre doigt dessus pour voir."
1030002,Tatami,Meuble,Il est plus large que la taille normale.
1030003,Table Noire,Meuble,"Plus d'espace, plus de fun !"
1030004,Coussin 1,Meuble,"Vous pouvez vous asseoir dessus, ou bien l'utiliser pour dormir."
1030005,Table Ronde,Meuble,"Vous pouvez faire une sieste dessus, mais n'oubliez pas de bien vous couvrir, car après tout ce n'est pas une chaudière"
1030006,Coussin 2,Meuble,"Vous pouvez vous asseoir dessus, ou bien l'utiliser pour dormir."
1030007,Set à Thé,Meuble,Vous pouvez faire de votre thé de l'après-midi une séance agréable.
1030008,Bentō,Meuble,Un repas très luxueux.
1030009,Art Floral 1,Meuble,Art naturel qui décore assez bien la pièce.
1030010,Art Floral 2,Meuble,Art naturel qui décore assez bien la pièce.
1030011,Lampe de Sol,Meuble,"C'est super pour éclairer votre pièce, mais vous aurez besoin de beaucoup d'éclairage."
1030012,Lit Wafuu,Meuble,C'est toujours mieux de dormir sur un lit.
1030013,Paravent,Meuble,C'est la meilleure cache que vous pouvez avoir lorsque vous essayer de fuir quelqu'un.
1030014,Fixe,Meuble,Coupez toutes communications vers l'extérieur quand vous essayez d'envahir un dortoir.
1030015,Peinture,Meuble,Le chat sur la peinture est le dieu de la chance.
1030016,Porte Wafuu,Meuble,Cette porte ne s'ouvre pas en poussant.
1030017,Télévision,Meuble,Vous pouvez enregistrer ce que vous désirez voir quand vous n'êtes pas là !
1030018,Clim. Mural,Meuble,"Il peut sauver votre vie durant l'été, il ne faut juste pas avoir de panne d'électricité !"
1030019,Fenêtre Eventail,Meuble,"Il peut donner un meilleur style à votre chance, sinon il ne sert strictement à rien."
7065,Cyber Attaque,Skin,Turin Skin Cyber Attaque
27065,Cyber Attaque,Skin,Turin Skin Cyber Attaque
7066,Pétale Tombante,Skin,Sakura Skin Pétale Tombante
27066,Pétale Tombante,Skin,Sakura Skin Pétale Tombante
7067,Brise Légère,Skin,Psychic Skin Brise Légère
27067,Brise Légère,Skin,Psychic Skin Brise Légère
7068,Source Chaude,Skin,Skin de Elfe Bourgeon - Source Chaude
27068,Source Chaude,Skin,Skin de Elfe Bourgeon - Source Chaude
71,Verre,Matériel d'Évènement,"Matériel Spécial, à utiliser pour obtenir des objets"
653018,Turin,,
753011,Turin,,
7069,Chaleur Tentante,Skin,Scythe Skin Chaleur Tentante
27069,Chaleur Tentante,Skin,Scythe Skin Chaleur Tentante
72,Marque d'Ange,Matériel d'Évènement,"Matériel Spécial, à utiliser pour obtenir des objets"
73,Gravure de Rune,Matériaux,À utiliser pour échanger des Filles dans le Café
940004,Fragment d'Élite 5 étoiles,Recruter une Fille,Collectez 50 Fragments pour obtenir une Élite 5 étoiles autre que Ange/Démon
940005,Fragment d'Élite Démon 5 étoiles,Recruter une Fille,Collectez 50 Fragments pour obtenir une Démon Élite 5 étoiles
940006,Fragment d'Élite Ange 5 étoiles,Recruter une Fille,Collectez 50 Fragments pour obtenir une Ange Élite 5 étoiles
9105,Hexa · Choquée,Émoji de Tchat,「Choquée」 Émoji de Tchat d'Hexa
9106,Valeera · Désagréable,Émoji de Tchat,「Désagréable」 Émoji de Tchat de Valeera
7070,Bain Chaud,Skin,Succuba Skin Bain Chaud
27070,Bain Chaud,Skin,Succuba Skin Bain Chaud
7071,Sylphe,Skin,Skin de Priestess Sylphe
27071,Sylphe,Skin,Skin de Priestess Sylphe
7072,Atlante,Skin,Skin d'Aquaris Atlante
27072,Atlante,Skin,Skin d'Aquaris Atlante
661001,Poupée Fantôme,,
662001,Poupée Humain,,
663001,Poupée Monstre,,
664001,Poupée Fée,,
665001,Poupée Démon,,
666001,Poupée Ange,,
761001,Poupée Fantôme,,
762001,Poupée Humain,,
763001,Poupée Monstre,,
764001,Poupée Fée,,
765001,Poupée Démon,,
766001,Poupée Ange,,
74,Ticket de Costume,Matériaux,À utiliser pour échanger des skins dans la boutique de Skin
75,Élémentium,Matériaux,À utiliser pour échanger des Matériaux dans l'événement spécial d'échange
2000038,Jumelles de la Destinée,Image de fond,Peut être défini comme image de chargement pour les batailles.
1040001,Papier Noël,Meuble,Papier Noël ! Utilisez le pour passer un bon Noël !
7073,Cadeau des Mages,Skin,Ésaü & Jacob Skin Cadeau des Mages
27073,Cadeau des Mages,Skin,Ésaü & Jacob Skin Cadeau des Mages
7074,Noël Enneigé,Skin,Blowie Skin Noël Enneigé
27074,Noël Enneigé,Skin,Blowie Skin Noël Enneigé
6455,Bâton des Jumelles,,
6456,Bâton des Jumelles,,
6457,Bâton des Jumelles,,
6458,Bâton des Jumelles,,
6459,Bâton des Jumelles,,
6460,Bâton des Jumelles,,
76,Ruban de Noël,Matériel d'Évènement,"Matériel Spécial, à utiliser pour obtenir des objets"
1040002,Sol de Noël,Meuble,"Bois peint en rouge foncé, ne sautez pas dessus, il risque de se fissurer."
1040003,Tapis de Noël\n(blanc),Meuble,"Un tapis simple à fabriquer, mais très facile à salir."
1040004,Tapis de Noël\n(rouge),Meuble,"Un autre tapis simple, mais pour une raison évidente, il nécessite moins de lavage."
1040005,Lit de Noël,Meuble,"C'est Noël, même les lits sont décorés."
1040006,Sofa de Noël,Meuble,Tu peux passer ta nuit entière à parler avec tes amis sur ce sofa !
1040007,Table de Noël,Meuble,Dinons sur cette table.
1040008,Tabouret de Noël,Meuble,Il n'y a malheureusement pas la place pour un renne.
1040009,Steak,Meuble,Rien n'est mieux que la viande !
1040010,Dinde,Meuble,Il n'est pas possible de célébrer Noël sans une bonne dinde !
1040011,Pain,Meuble,Il est assez solide pour être utilisé comme une arme.
1040012,Vin,Meuble,Ce n'est pas pour les enfants !
1040013,Sapin de Nöel,Meuble,Mettez vos cadeaux au pied de cet arbre.
1040014,Cadeaux de\nNoël,Meuble,Pourquoi est-il marqué de l'ouvrir quand il n'y a personne qui regarde ?
1040015,Poupée du \nPère Noël,Meuble,Son sac est le meilleur endroit pour y cacher des bonbons.
1040016,Boule de Cristal,Meuble,Vous pouvez y voir un paysage avec de la neige.
1040017,Cheminée,Meuble,La plupart du temps il ne sert que de décoration.
1040018,Bénédiction de Noël,Meuble,Joyeux Noël !
1040019,Fenêtre de\nNoël,Meuble,Il n'y a rien de l'autre côté !
1040020,Décoration de Noël,Meuble,C'est ça ce qu'on appelle Noël !
77,Débloquer le 4ème Cadeau,,Vous pouvez débloquer la 4e récompense de l'événement d'été en obtenant ce pack.
930180,Fragment d'Ésaü & Jacob 5 Étoiles,Recruter une Fille,Collectez 50 Fragments pour recruter cette Fille
930181,Fragment de Isabelle 5 Étoiles,Recruter une Fille,Collectez 50 Fragments pour recruter cette Fille
55006,Ésaü & Jacob,,
655015,Ésaü & Jacob,,
755005,Ésaü & Jacob,,
56005,Isabelle,,
656015,Isabelle,,
756005,Isabelle,,
8021,Bulle d'amour,Cadre d'Avatar,Cadre d'Avatar obtenu dans l'événement de vote
78,Billet de Soutien,Matériel d'Évènement,Objet exclusif pour voter dans Gagnez les Cœurs
79,Billet de Soutien,Matériel d'Évènement,Objet exclusif pour voter dans Gagnez les Cœurs
80,Billet de Soutien,Matériel d'Évènement,Objet exclusif pour voter dans Gagnez les Cœurs
81,Cadeau du Nouvel An,Boîte de ressource,"Ouvrez pour gagner : Pièce*100K, Jus d'EXP*70K"
82,Cadeau Supérieur du Nouvel An,Boîte de ressource,"Utilisez ceci pour obtenir de façon aléatoire une des récompenses suivantes：「Pièce de Capsule Avancée*1, Sceau *1, Ticket Avancé du Distributeur *1, Fragment de Fille 5 étoiles *10, Fragment d'Antiquité Orange *10」"
7075,Conte des Neiges,Skin,Skin d'Annie - Conte des Neiges
27075,Conte des Neiges,Skin,Skin d'Annie - Conte des Neiges
20001033,Avatar Exclusif de 2020,Avatar Spécial,Avatar Exclusif de 2020
20001034,Avatar de Noël 2019,Avatar Spécial,Avatar de l'événement de Noël 2019 sur Facebook
8022,Splendide,Cadre d'Avatar,Obtenu dans l'événement de Noël 2019 sur Facebook
83,Bonhomme de Neige,Matériel d'Évènement,"Matériel Spécial, à utiliser pour obtenir des objets"
84,Gants d'Hiver,Matériel d'Évènement,"Matériel Spécial, à utiliser pour obtenir des objets"
7076,Lame de Glace,Skin,Skin de Fencer - Lame de Glace
27076,Lame de Glace,Skin,Skin de Fencer - Lame de Glace
1050001,Fête du Printemps,Meuble,"Mur rouge, tuile noir et de la neige pour accueillir la fête du printemps."
1050002,Champ Enneigé,Meuble,Tu peux sûrement t'amuser même si ce n'est pas de la vraie neige.
1050003,Bonhomme de Neige Endormi,Meuble,"Un bonhomme de neige sur le sol, tu as peut-être besoin de plus de repos que lui."
1050004,Table en Pierre,Meuble,"Si la table est à l'extérieur, il ne faut pas mettre les aliments dessus."
1050005,Tabouret en Pierre,Meuble,"Vous pouvez l'utiliser pour applatir la neige, mais n'applatissez pas vos pieds !"
1050006,Théière,Meuble,Vous pouvez l'utiliser pour vous réchauffer.
1050007,Sol en Pierre 1,Meuble,"Très solide, même après qu'il ait neigé."
1050008,Sol en Pierre 2,Meuble,"Très solide, même après qu'il ait neigé."
1050009,Étang,Meuble,Fondra un jour ou l'autre.
1050010,Rose Enneigée,Meuble,Ce n'est plus la seule fleur visible en hiver depuis qu'il y a des jardineries.
1050011,Chaise Féline,Meuble,Vous ne voulez pas vous asseoir ?
1050012,Boutique de Fruits Confis,Meuble,Personnes ne peut refuser de manger des fruits confis !
1050013,Boutique de Petit-Déjeuner,Meuble,"Ceux qui aiment vivre la nuit, et dorment le jour ne viendront jamais ici !"
1050014,Boutique de Feux d'Artifice,Meuble,"Il n'y a rien de mieux que les feux d'artifice à l'ancienne, tu n'es pas d'accord ?"
1050015,Petit Feu d'Artifice,Meuble,Il ne faut pas me faire exploser au milieu de la foule !
1050016,Canon à Neige,Meuble,"Tu veux savoir ce que ça fait de se faire expulser par un canon, viens vite m'essayer et tu verras !"
1050017,Lanterne Rouge,Meuble,"Même si je ressemble à un fruit confis, je suis bien meilleur !"
1050018,Porte Chinoise,Meuble,"Même s'il y a plein de choses amusantes à l'extérieur, ce n'est pas une raison pour oublier de rentrer à la maison !"
1050019,Fenêtre Chinoise,Meuble,Joyeuse Fête du Printemps !
1050020,Lanterne en Pierre,Meuble,"Ici il n'y a pas de lampadaire, le soir tu dois te diriger avec les lanternes en pierre."
1050021,占位,Meuble,描述占位
930182,Kira 5 étoiles,Recruter une Fille,Collectez 50 Fragments pour recruter cette Fille
54011,Kira,,
654018,Kira,,
754011,Kira,,
7077,Pause Café,Skin,Skin d'Isabelle -- Pause Café
27077,Pause Café,Skin,Skin d'Isabelle -- Pause Café
85,Coupon de la Fête du Printemps,Matériel d'Évènement,"Matériel Spécial, à utiliser pour obtenir des objets"
86,Carte à gratter,Matériel d'Événement,"Matériel Spécial, à utiliser pour l'événement Concours de Chance. Grattez pour gagner des fragments d'Élites 5 étoiles, des fragments des Filles 5 étoiles, de Démon 4 étoiles et d'Ange 4 étoiles"
7078,Danse Féline,Skin,Skin de Kira - Danse Féline
27078,Danse Féline,Skin,Skin de Kira - Danse Féline
6461,Lame Enflammée,,
6462,Lame Enflammée,,
6463,Lame Enflammée,,
6464,Lame Enflammée,,
6465,Lame Enflammée,,
6466,Lame Enflammée,,
7079,Destinée,Skin,Skin d'Ésaü et Jacob - Destinée
27079,Destinée,Skin,Skin d'Ésaü et Jacob - Destinée
7080,Lanterne Volante,Skin,Skin de Muppy - Lanterne Volante
27080,Lanterne Volante,Skin,Skin de Muppy - Lanterne Volante
87,Bisou au Sang,Matériel d'Évènement,"Matériel Spécial, à utiliser pour obtenir des objets"
7081,Amoureuse,Skin,Skin de Saint - Amoureuse
27081,Amoureuse,Skin,Skin de Saint - Amoureuse
52012,Ithil,,
652019,Ithil,,
752012,Ithil,,
930183,Ithil 5 étoiles,Recruter une Fille,Collectez 50 Fragments pour recruter cette Fille
6467,Mirage d'Argent,,
6468,Mirage d'Argent,,
6469,Mirage d'Argent,,
6470,Mirage d'Argent,,
6471,Mirage d'Argent,,
6472,Mirage d'Argent,,
7082,Rose Piquante,Skin,Skin d'Ithil - Rose Piquante
